case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0294,https://www.nst.com.my/news/crime-courts/2023/07/932305/love-scam-woman-jb-loses-rm142000,7/18/2023,Johor Baru,"Love scam: Woman in JB loses RM142,000","An educator in her 40s is the latest victim of a love scam, after losing RM142,080 to her “boyfriend” whom she befriended via Facebook.",142080,Love/Relationship Scam,scam,1,Johor Baru
#0295,https://www.nst.com.my/news/crime-courts/2022/09/834825/kk-man-survives-three-month-ordeal-cambodia-job-scam-victim,9/27/2022,Kota Kinabalu,KK man survives three-month ordeal in Cambodia as job scam victim,"A 28-year-old man became a victim of a job scam for three months in Cambodia after making meeting someone who later became his ""friend"".",64717,Employment Scam,scam,1,Kota Kinabalu
#0296,https://www.nst.com.my/news/crime-courts/2022/09/835571/14-nabbed-over-links-nude-photo-online-extortion-scam-nsttv,9/29/2022,George Town,14 nabbed over links to nude photo online extortion scam [NSTTV],"Penang police detained 14 people to assist investigations into an online extortion scheme involving the dissemination of nude photos, with losses totalling RM306,101.80.",306101,Online Scam,scam,1,George Town
#0297,https://www.nst.com.my/news/crime-courts/2022/12/859337/man-dies-after-being-cheated-rm156000,9/9/2022,Temerloh,"Man dies after being cheated of RM156,000","A man was found dead in a shed at a Durian Orchard along Jalan Felcra Kerdau here after he was cheated of his life savings of RM156,000.",156000,Investment Scam,scam,1,Temerloh
#0298,https://www.nst.com.my/news/crime-courts/2023/01/868377/online-job-scammer-baited-lecturer-rm50-making-rm21000,8/1/2023,Kuantan,"Online job scammer baited lecturer with RM50 before making off with RM21,000","After earning RM50 profit from her first online task, a college lecturer assumed that she was destined for 'greater returns'.",21939,Employment Scam,scam,1,Kuantan
#0299,https://www.nst.com.my/news/crime-courts/2023/01/871164/cops-arrest-fake-lawyer-conning-trader-out-rm190000,1/17/2023,Temerloh,"Cops arrest fake lawyer for conning trader out of RM190,000","An online trader suspected of being involved in a scam that resulted in a woman losing RM191,250 of her savings a few years ago has been arrested in Lipis, near here, yesterday.",191250,Investment Scam,scam,1,Temerloh
#0300,https://www.nst.com.my/news/crime-courts/2023/01/872083/raub-teacher-ends-losing-rm23000-rm15000-facebook-loan,1/20/2023,Kuantan,"Raub teacher ends up losing RM23,000 for RM15,000 Facebook loan"," A 41-year-old teacher who wanted to secure a RM15,000 loan last month ended up paying RM23,950 to fraudsters in a non-existent loan scam",23950,Loan/Financial Scam,scam,1,Kuantan
#0301,-,4/7/2025,KLANG,"Vietnamese authorities warn of rising AI-driven deepfake extortion scams : HANOI: Cybercriminals in Vietnam are increasingly leveraging artificial intelligence (AI) to orchestrate highly sophisticated scams, authorities have warned, marking a sharp evolution from traditional fraud tactics.","Vietnamese authorities warn of rising AI-driven deepfake extortion scams : HANOI: Cybercriminals in Vietnam are increasingly leveraging artificial intelligence (AI) to orchestrate highly sophisticated scams, authorities have warned, marking a sharp evolution from traditional fraud tactics.",,,legit,0,KLANG
#0302,-,2/15/2025,SEREMBAN,"How it's done: Tips for avoiding romance scams : Fraud comes in many forms, and one way scammers take advantage of people is through their loneliness.","How it's done: Tips for avoiding romance scams : Fraud comes in many forms, and one way scammers take advantage of people is through their loneliness.",,,legit,0,SEREMBAN
#0303,-,10/9/2024,JOHOR BAHRU,"Indonesia issues urgent warning on rising human trafficking amid online scam concerns : JAKARTA: Indonesia has raised concerns about an increasing number of human trafficking victims in South-East Asia, particularly those coerced into online scams, warning that this trend could hinder regional growth.","Indonesia issues urgent warning on rising human trafficking amid online scam concerns : JAKARTA: Indonesia has raised concerns about an increasing number of human trafficking victims in South-East Asia, particularly those coerced into online scams, warning that this trend could hinder regional growth.",,,legit,0,JOHOR BAHRU
#0304,-,12/11/2024,ALOR SETAR,Meta warns against holiday shopping scams : Social media giant Meta announced Monday a worldwide anti-scam awareness campaign aimed at protecting users from fraudulent schemes during the holiday shopping season.,Meta warns against holiday shopping scams : Social media giant Meta announced Monday a worldwide anti-scam awareness campaign aimed at protecting users from fraudulent schemes during the holiday shopping season.,,,legit,0,ALOR SETAR
#0305,-,3/25/2025,KUALA LUMPUR,"218 years and counting: Nation celebrates dedication, sacrifices of 'Sang Saka Biru' : KUALA LUMPUR: On Tuesday (March 25), the Royal Malaysia Police (PDRM) marked its 218th anniversary, with the sacrifices and contributions of the force in safeguarding the nation's security and peace continuing to be remembered and praised by the public, in line with its motto, ""Ready to Serve"".","218 years and counting: Nation celebrates dedication, sacrifices of 'Sang Saka Biru' : KUALA LUMPUR: On Tuesday (March 25), the Royal Malaysia Police (PDRM) marked its 218th anniversary, with the sacrifices and contributions of the force in safeguarding the nation's security and peace continuing to be remembered and praised by the public, in line with its motto, ""Ready to Serve"".",,,legit,0,KUALA LUMPUR
#0306,-,11/29/2023,KUALA LUMPUR,"Home Ministry drafting Bill to safeguard welfare of police retirees, former officers : KUALA LUMPUR: The Home Ministry is drafting a Bill to regulate the welfare aspects of police retirees, as well as former police officers, says Datuk Seri Dr Shamsul Anuar Nasarah.","Home Ministry drafting Bill to safeguard welfare of police retirees, former officers : KUALA LUMPUR: The Home Ministry is drafting a Bill to regulate the welfare aspects of police retirees, as well as former police officers, says Datuk Seri Dr Shamsul Anuar Nasarah.",,,legit,0,KUALA LUMPUR
#0307,-,5/3/2023,KUALA TERENGGANU,Mazli Mazlan named Terengganu's 31st police chief : KUALA TERENGGANU: Former Bukit Aman Crime Prevention and Community Safety Department deputy director (Operations) Datuk Mazli Mazlan has been appointed the new Terengganu police chief with effect from Wednesday (May 3).,Mazli Mazlan named Terengganu's 31st police chief : KUALA TERENGGANU: Former Bukit Aman Crime Prevention and Community Safety Department deputy director (Operations) Datuk Mazli Mazlan has been appointed the new Terengganu police chief with effect from Wednesday (May 3).,,,legit,0,KUALA TERENGGANU
#0308,-,10/19/2024,KANGAR,"Spend more on quashing AI scams, govt told : AS scams using deepfakes generated by artificial intelligence (AI) become more prevalent, the government has been urged to direct funds towards better scam detection and awareness education.","Spend more on quashing AI scams, govt told : AS scams using deepfakes generated by artificial intelligence (AI) become more prevalent, the government has been urged to direct funds towards better scam detection and awareness education.",,,legit,0,KANGAR
#0309,-,7/27/2024,ALOR SETAR,Public urged to remain calm during Johor police simulation exercise : JOHOR BARU: The public is urged to remain calm and not be alarmed following the emergency simulation exercise that is currently held by the Johor Police Contingent at all police stations statewide.,Public urged to remain calm during Johor police simulation exercise : JOHOR BARU: The public is urged to remain calm and not be alarmed following the emergency simulation exercise that is currently held by the Johor Police Contingent at all police stations statewide.,,,legit,0,ALOR SETAR
#0310,-,12/14/2024,MALACCA,Brunei bank urges travellers to Malaysia to stay vigilant over website scams : BANDAR SERI BEGAWAN: Bank Islam Brunei Darussalam (BIBD) has urged the public to be vigilant against website scams impersonating the Malaysian Immigration Departmentâ€™s Malaysia Digital Arrival Card (MDAC).,Brunei bank urges travellers to Malaysia to stay vigilant over website scams : BANDAR SERI BEGAWAN: Bank Islam Brunei Darussalam (BIBD) has urged the public to be vigilant against website scams impersonating the Malaysian Immigration Departmentâ€™s Malaysia Digital Arrival Card (MDAC).,,,legit,0,MALACCA
#0311,-,9/29/2023,KUALA LUMPUR,"Bursa Malaysia joins global WIW campaign to combat financial fraud, investment scams : KUALA LUMPUR: Bursa Malaysia Bhd has announced its participation in the global World Investor Week (WIW) campaign, aimed at fighting financial fraud and investment scams, as part of its continuous efforts to educate investors.","Bursa Malaysia joins global WIW campaign to combat financial fraud, investment scams : KUALA LUMPUR: Bursa Malaysia Bhd has announced its participation in the global World Investor Week (WIW) campaign, aimed at fighting financial fraud and investment scams, as part of its continuous efforts to educate investors.",,,legit,0,KUALA LUMPUR
#0312,-,2/25/2025,GEORGETOWN,"Call-centre scam crackdown: Thai minister warns nearly 7,000 foreigners could flee Myanmar into Thailand : Thai Deputy Prime Minister and Defence Minister Phumtham Wechayachai urges foreign governments to repatriate nearly 7,000 detained foreigners in Myanmar after call-centre scam crackdowns, warning of a potential mass exodus if swift action is not taken.","Call-centre scam crackdown: Thai minister warns nearly 7,000 foreigners could flee Myanmar into Thailand : Thai Deputy Prime Minister and Defence Minister Phumtham Wechayachai urges foreign governments to repatriate nearly 7,000 detained foreigners in Myanmar after call-centre scam crackdowns, warning of a potential mass exodus if swift action is not taken.",,,legit,0,GEORGETOWN
#0313,-,8/24/2024,ALOR SETAR,"Cybersecurity expert offers tips on how to protect against ever-evolving Internet scams : ""Zero trust, always verify,"" he said.","Cybersecurity expert offers tips on how to protect against ever-evolving Internet scams : ""Zero trust, always verify,"" he said.",,,legit,0,ALOR SETAR
#0314,-,10/18/2024,KEPALA BATAS,Watch out for this AI-powered scam targeting Gmail users : A new form of scam is targeting internet users with Gmail accounts. It takes the form of a phishing email coupled with a phone call generated by artificial intelligence designed to extract personal information. Users should be particularly vigilant in the face of these increasingly sophisticated attacks.,Watch out for this AI-powered scam targeting Gmail users : A new form of scam is targeting internet users with Gmail accounts. It takes the form of a phishing email coupled with a phone call generated by artificial intelligence designed to extract personal information. Users should be particularly vigilant in the face of these increasingly sophisticated attacks.,,,legit,0,KEPALA BATAS
#0315,-,1/10/2025,PUTRAJAYA,Bankâ€™s â€˜scam rangersâ€™ on mission to educate public : A bankâ€™s scam awareness initiative has been touring Malaysia to keep the public up to date about fraudulent schemes.,Bankâ€™s â€˜scam rangersâ€™ on mission to educate public : A bankâ€™s scam awareness initiative has been touring Malaysia to keep the public up to date about fraudulent schemes.,,,legit,0,PUTRAJAYA
#0316,-,11/29/2024,KUALA TERENGGANU,"Black Friday 2024: Beware of this scam targeting those with an Apple ID, reports warn : Apple advised on its website that device owners should question all requests for personal information.","Black Friday 2024: Beware of this scam targeting those with an Apple ID, reports warn : Apple advised on its website that device owners should question all requests for personal information.",,,legit,0,KUALA TERENGGANU
#0317,-,2/10/2025,KUALA TERENGGANU,Australian police warn against Philippine-based â€˜loveâ€™ scams : MANILA: Is it really love? Maybe not. Philippine and Australian officials are warning against romance scammers online this Valentineâ€™s season.,Australian police warn against Philippine-based â€˜loveâ€™ scams : MANILA: Is it really love? Maybe not. Philippine and Australian officials are warning against romance scammers online this Valentineâ€™s season.,,,legit,0,KUALA TERENGGANU
#0318,-,2/13/2025,SIBU,"Airbnb issues warning over holiday scams fuelled by AI and socials : UK holidaymakers have been warned to be vigilant of scams as they book trips away, as new research says nearly two thirds of people struggle to identify AI-generated images of properties.","Airbnb issues warning over holiday scams fuelled by AI and socials : UK holidaymakers have been warned to be vigilant of scams as they book trips away, as new research says nearly two thirds of people struggle to identify AI-generated images of properties.",,,legit,0,SIBU
#0319,-,10/4/2022,KUALA LUMPUR,"Bursa Malaysia to post weekly online alerts on investment scams : KUALA LUMPUR: Bursa Malaysia Bhd will commence a series of online posts, #stayalert, about different types of investment scams misrepresenting the stock exchange","Bursa Malaysia to post weekly online alerts on investment scams : KUALA LUMPUR: Bursa Malaysia Bhd will commence a series of online posts, #stayalert, about different types of investment scams misrepresenting the stock exchange",,,legit,0,KUALA LUMPUR
#0320,-,11/25/2024,KUALA TERENGGANU,"39 foreigners flee Myanmar scam centre, says Thai police : Thirty nine foreigners have fled an online scam centre in Myanmar across the border to Thailand, where officials are working to identify potential trafficking victims, police told AFP on Monday.","39 foreigners flee Myanmar scam centre, says Thai police : Thirty nine foreigners have fled an online scam centre in Myanmar across the border to Thailand, where officials are working to identify potential trafficking victims, police told AFP on Monday.",,,legit,0,KUALA TERENGGANU
#0321,-,10/25/2024,TAIPING,"PM Manet warns of cyber scams, shares personal experience : PHNOM PENH: Prime Minister Hun Manet has urged the public to remain vigilant of the dangers of online and cyber scams, to avoid falling victim to them. He also directed the authorities to prevent these crimes, noting that criminals target individuals indiscriminately, even high-profile figures like himself.","PM Manet warns of cyber scams, shares personal experience : PHNOM PENH: Prime Minister Hun Manet has urged the public to remain vigilant of the dangers of online and cyber scams, to avoid falling victim to them. He also directed the authorities to prevent these crimes, noting that criminals target individuals indiscriminately, even high-profile figures like himself.",,,legit,0,TAIPING
#0322,-,3/25/2024,KUALA LUMPUR,"King extends appreciation, wishes Happy 217th Police Day to PDRM personnel : KUALA LUMPUR: His Majesty Sultan Ibrahim, King of Malaysia, has extended his heartfelt appreciation to all members of the Royal Malaysia Police (PDRM) for their contributions and dedicated service to safeguarding the security and peace in the country.","King extends appreciation, wishes Happy 217th Police Day to PDRM personnel : KUALA LUMPUR: His Majesty Sultan Ibrahim, King of Malaysia, has extended his heartfelt appreciation to all members of the Royal Malaysia Police (PDRM) for their contributions and dedicated service to safeguarding the security and peace in the country.",,,legit,0,KUALA LUMPUR
#0323,-,8/23/2024,KOTA BHARU,"Singapore motorists with Malaysia traffic summonses to face action: How to check if you have a fine? : SINGAPORE/KUALA LUMPUR: From Jan 1, 2025, Singapore motorists with outstanding traffic fines in Malaysia will face enforcement action, said Malaysia’s Road Transport Department (JPJ).","Singapore motorists with Malaysia traffic summonses to face action: How to check if you have a fine? : SINGAPORE/KUALA LUMPUR: From Jan 1, 2025, Singapore motorists with outstanding traffic fines in Malaysia will face enforcement action, said Malaysia’s Road Transport Department (JPJ).",,,legit,0,KOTA BHARU
#0324,-,1/12/2023,KLANG,"QuickCheck: Is there a quick guide on how to avoid the latest scams in Malaysia? : WITH the proliferation of online scams and the like locally, Malaysians are increasingly concerned about the many methods that fraudsters employ to trick them out of their hard-earned money.","QuickCheck: Is there a quick guide on how to avoid the latest scams in Malaysia? : WITH the proliferation of online scams and the like locally, Malaysians are increasingly concerned about the many methods that fraudsters employ to trick them out of their hard-earned money.",,,legit,0,KLANG
#0325,-,1/12/2025,KUALA LUMPUR,"China warns citizens of telecom fraud after reports of scams in Myanmar : China's embassy in Myanmar has urged Chinese nationals to be vigilant against telecom and online fraud after multiple reports of citizens being lured to Myanmar's border town of Myawaddy by online scams promoting ""high-paying overseas jobs.""","China warns citizens of telecom fraud after reports of scams in Myanmar : China's embassy in Myanmar has urged Chinese nationals to be vigilant against telecom and online fraud after multiple reports of citizens being lured to Myanmar's border town of Myawaddy by online scams promoting ""high-paying overseas jobs.""",,,legit,0,KUALA LUMPUR
#0326,-,1/11/2025,KUALA LUMPUR,"Keep yourself and your money safe from these four scams : Scammers reach out to numerous potential victims, then form a rapport with the people who respond to them.","Keep yourself and your money safe from these four scams : Scammers reach out to numerous potential victims, then form a rapport with the people who respond to them.",,,legit,0,KUALA LUMPUR
#0327,-,9/21/2024,KOTA BHARU,"How to avoid job scams : In a tighter job market, more people may be willing to overlook fraud warning signs because they are so eager to find their next position.","How to avoid job scams : In a tighter job market, more people may be willing to overlook fraud warning signs because they are so eager to find their next position.",,,legit,0,KOTA BHARU
#0328,-,10/5/2024,PUTRAJAYA,"Does it sound too good to be true? Hereâ€™s how to spot, avoid online marketing scams : With the rise of online marketplace scams, itâ€™s important to be cautious.","Does it sound too good to be true? Hereâ€™s how to spot, avoid online marketing scams : With the rise of online marketplace scams, itâ€™s important to be cautious.",,,legit,0,PUTRAJAYA
#0329,-,1/25/2025,KUANTAN,"Comedy with scam alert showing on Jan 29 : Movie fans can enjoy comedy Money Games, starting Jan 29, about an Anti-Fraud Society and its mission to crack down on a wave of fraudulent schemes.","Comedy with scam alert showing on Jan 29 : Movie fans can enjoy comedy Money Games, starting Jan 29, about an Anti-Fraud Society and its mission to crack down on a wave of fraudulent schemes.",,,legit,0,KUANTAN
#0330,-,10/25/2024,KOTA KINABALU,"Low awareness makes Bornean states a target for job scam syndicates, says MHO : KOTA KINABALU: Job scam syndicates are believed to be shifting their ""recruitment"" efforts to Sabah and Sarawak, exploiting a lack of awareness of their schemes here, says the Malaysia International Humanitarian Organisation (MHO).","Low awareness makes Bornean states a target for job scam syndicates, says MHO : KOTA KINABALU: Job scam syndicates are believed to be shifting their ""recruitment"" efforts to Sabah and Sarawak, exploiting a lack of awareness of their schemes here, says the Malaysia International Humanitarian Organisation (MHO).",,,legit,0,KOTA KINABALU
#0331,-,8/29/2024,BATU PAHAT,"StarSilver: A guide to spotting and preventing online scams : Scammers are targeting the elderly, using sophisticated tech to fool them into handing over their savings. Hereâ€™s how to spot and foil common scams.","StarSilver: A guide to spotting and preventing online scams : Scammers are targeting the elderly, using sophisticated tech to fool them into handing over their savings. Hereâ€™s how to spot and foil common scams.",,,legit,0,BATU PAHAT
#0332,-,3/17/2025,MIRI,Let's look for the good in each other : MALAYSIA is a beautiful land with plenty of potential. It is a wonderful and vibrant example of diversity and progress.,Let's look for the good in each other : MALAYSIA is a beautiful land with plenty of potential. It is a wonderful and vibrant example of diversity and progress.,,,legit,0,MIRI
#0333,-,10/5/2024,GEORGETOWN,"Does it sound too good to be true? Here’s how to spot, avoid online marketing scams : With the rise of online marketplace scams, it’s important to be cautious.","Does it sound too good to be true? Here’s how to spot, avoid online marketing scams : With the rise of online marketplace scams, it’s important to be cautious.",,,legit,0,GEORGETOWN
#0334,-,1/18/2025,KUALA LUMPUR,"Thailand adjusts target for Asian visitors; Chinese visitors may decline after several high-profile scam issues : The Tourism Authority of Thailand (TAT) is revising its target for Asian visitors this year, focusing on potential markets to counter a decline in Chinese arrivals.","Thailand adjusts target for Asian visitors; Chinese visitors may decline after several high-profile scam issues : The Tourism Authority of Thailand (TAT) is revising its target for Asian visitors this year, focusing on potential markets to counter a decline in Chinese arrivals.",,,legit,0,KUALA LUMPUR
#0335,-,10/13/2024,TAIPING,"Phish head curry: Singaporean woman loses S$33,000 to malware scam, but Money Lock protected rest of savings : SINGAPORE: She knew all about the latest scam trends and had been warning her friends not to fall for them.","Phish head curry: Singaporean woman loses S$33,000 to malware scam, but Money Lock protected rest of savings : SINGAPORE: She knew all about the latest scam trends and had been warning her friends not to fall for them.",,,legit,0,TAIPING
#0336,-,9/1/2023,KOTA KINABALU,"‘Malaysia can be powerful if we all unite’ : NATIONAL unity is key to unlocking Malaysia’s potential to be recognised as a powerful and respected country globally, says Selangor Mentri Besar Datuk Seri Amirudin Shari.","‘Malaysia can be powerful if we all unite’ : NATIONAL unity is key to unlocking Malaysia’s potential to be recognised as a powerful and respected country globally, says Selangor Mentri Besar Datuk Seri Amirudin Shari.",,,legit,0,KOTA KINABALU
#0337,-,1/10/2025,KEPALA BATAS,Bank’s ‘scam rangers’ on mission to educate public : A bank’s scam awareness initiative has been touring Malaysia to keep the public up to date about fraudulent schemes.,Bank’s ‘scam rangers’ on mission to educate public : A bank’s scam awareness initiative has been touring Malaysia to keep the public up to date about fraudulent schemes.,,,legit,0,KEPALA BATAS
#0338,-,8/30/2024,PUTRAJAYA,"LHDN warns of scam syndicates misusing its name : PUTRAJAYA: The Inland Revenue Board (LHDN) has reminded the public to be cautious when encountering suspicious email, links, or phone calls related to tax matters and government aid programmes.","LHDN warns of scam syndicates misusing its name : PUTRAJAYA: The Inland Revenue Board (LHDN) has reminded the public to be cautious when encountering suspicious email, links, or phone calls related to tax matters and government aid programmes.",,,legit,0,PUTRAJAYA
#0339,-,10/24/2024,KUCHING,"Anti-scam game in SG offers more than S$200,000 worth of prizes, including S$55,000 in cash : When things seem too good to be true, they often are. But a new anti-scam game by the National Crime Prevention Council (NCPC) is promising players S$55,000 in cash, iPhones, PlayStations and other prizes worth a total of more than S$200,000.","Anti-scam game in SG offers more than S$200,000 worth of prizes, including S$55,000 in cash : When things seem too good to be true, they often are. But a new anti-scam game by the National Crime Prevention Council (NCPC) is promising players S$55,000 in cash, iPhones, PlayStations and other prizes worth a total of more than S$200,000.",,,legit,0,KUCHING
#0340,-,11/14/2024,KUALA LUMPUR,"Malaysia ready to counter Sulu threats in Sabah, says Deputy Home Minister : KUALA LUMPUR: Malaysia is prepared to defend against any potential attacks by Sulu terrorists in Sabah, according to Deputy Home Minister Datuk Seri Dr Shamsul Anuar Nasarah.","Malaysia ready to counter Sulu threats in Sabah, says Deputy Home Minister : KUALA LUMPUR: Malaysia is prepared to defend against any potential attacks by Sulu terrorists in Sabah, according to Deputy Home Minister Datuk Seri Dr Shamsul Anuar Nasarah.",,,legit,0,KUALA LUMPUR
#0341,-,4/6/2025,BATU PAHAT,Money laundering in scams: How it works : Scammers need a way to get money out of countries around the world. They need a matchmaker.,Money laundering in scams: How it works : Scammers need a way to get money out of countries around the world. They need a matchmaker.,,,legit,0,BATU PAHAT
#0342,-,1/5/2025,SEREMBAN,"How to avoid pickpockets and street scams, especially in big cities : ","How to avoid pickpockets and street scams, especially in big cities : ",,,legit,0,SEREMBAN
#0343,-,3/17/2025,KOTA KINABALU,Sabah police warn public about overseas job scams : KOTA KINABALU: Sabah police have urged the public to be cautious when considering job offers abroad to avoid falling victim to overseas job scams.,Sabah police warn public about overseas job scams : KOTA KINABALU: Sabah police have urged the public to be cautious when considering job offers abroad to avoid falling victim to overseas job scams.,,,legit,0,KOTA KINABALU
#0344,-,6/1/2024,KUALA LUMPUR,"Let police probe alleged assault of disabled e-hailing driver, says Fahmi : KUALA LUMPUR: Communications Minister Fahmi Fadzil has advised the people to stop speculating and let the police investigate the case of a disabled e-hailing driver allegedly beaten by a bodyguard of a VIP.","Let police probe alleged assault of disabled e-hailing driver, says Fahmi : KUALA LUMPUR: Communications Minister Fahmi Fadzil has advised the people to stop speculating and let the police investigate the case of a disabled e-hailing driver allegedly beaten by a bodyguard of a VIP.",,,legit,0,KUALA LUMPUR
#0345,-,2/10/2025,KUANTAN,Australian police warn against Philippine-based ‘love’ scams : MANILA: Is it really love? Maybe not. Philippine and Australian officials are warning against romance scammers online this Valentine’s season.,Australian police warn against Philippine-based ‘love’ scams : MANILA: Is it really love? Maybe not. Philippine and Australian officials are warning against romance scammers online this Valentine’s season.,,,legit,0,KUANTAN
#0346,-,9/4/2024,KANGAR,"Tracking scams made easy : PETALING JAYA: The Artificial Intelligence (AI)-driven National Fraud Portal (NFP) would drastically reduce the time for authorities to weed out potential online frauds involving mule accounts, say cybercrime experts.","Tracking scams made easy : PETALING JAYA: The Artificial Intelligence (AI)-driven National Fraud Portal (NFP) would drastically reduce the time for authorities to weed out potential online frauds involving mule accounts, say cybercrime experts.",,,legit,0,KANGAR
#0347,-,12/16/2024,KUCHING,"China warns citizens in Philippines of safety risks amid surge in robberies and scams : Beijing issues second advisory in 10 days after Chinese nationals in South-East Asian country fall victim to drugging, theft and fraud.","China warns citizens in Philippines of safety risks amid surge in robberies and scams : Beijing issues second advisory in 10 days after Chinese nationals in South-East Asian country fall victim to drugging, theft and fraud.",,,legit,0,KUCHING
#0348,-,6/27/2024,BATU PAHAT,"Police bust Brunei gambling den, detain 16 foreigners : BANDAR SERI BEGAWAN: The Gambling Suppression and Crime Prevention Unit, Criminal Investigation Department (CID), Royal Brunei Police Force (RBPF), assisted by the Special Investigation Unit and the Burglary and Car Theft Unit, CID, successfully dismantled a gambling operation in Mukim Kilanas on Wednesday (June 26) night.","Police bust Brunei gambling den, detain 16 foreigners : BANDAR SERI BEGAWAN: The Gambling Suppression and Crime Prevention Unit, Criminal Investigation Department (CID), Royal Brunei Police Force (RBPF), assisted by the Special Investigation Unit and the Burglary and Car Theft Unit, CID, successfully dismantled a gambling operation in Mukim Kilanas on Wednesday (June 26) night.",,,legit,0,BATU PAHAT
#0349,-,12/7/2024,PUTRAJAYA,"FBI releases tips for customers to avoid scams when holiday shopping : With the holiday season in full swing, the FBI is urging consumers to be aware of scams that could cost them hard-earned money and personal information.","FBI releases tips for customers to avoid scams when holiday shopping : With the holiday season in full swing, the FBI is urging consumers to be aware of scams that could cost them hard-earned money and personal information.",,,legit,0,PUTRAJAYA
#0350,-,4/6/2025,GEORGETOWN,"More than 230 money mules charged under new Singapore sentencing guidelines, all adult offenders jailed : SINGAPORE: When a man received a video call from a fake cop in May 2024 accusing him of money laundering, he made more than ten bank transfers totalling S$300,000 (US$223,560).","More than 230 money mules charged under new Singapore sentencing guidelines, all adult offenders jailed : SINGAPORE: When a man received a video call from a fake cop in May 2024 accusing him of money laundering, he made more than ten bank transfers totalling S$300,000 (US$223,560).",,,legit,0,GEORGETOWN
#0351,-,11/11/2024,SEREMBAN,"Bank educates Brunei public on scam prevention : BANDAR SERI BEGAWAN: Bank Islam Brunei Darussalam (BIBD) representatives highlighted real-world examples of scams, sourced from customer complaints and viral social media posts, during the â€˜Digital Warga Emasâ€™ initiative, an ongoing programme by the Authority for Info-communications Technology Industry of Brunei Darussalam (AITI).","Bank educates Brunei public on scam prevention : BANDAR SERI BEGAWAN: Bank Islam Brunei Darussalam (BIBD) representatives highlighted real-world examples of scams, sourced from customer complaints and viral social media posts, during the â€˜Digital Warga Emasâ€™ initiative, an ongoing programme by the Authority for Info-communications Technology Industry of Brunei Darussalam (AITI).",,,legit,0,SEREMBAN
#0352,-,9/7/2022,PUTRAJAYA,QuickCheck: Did police issue a warning that criminals are using street urchins to lure potential victims? : A VIRAL message making the rounds on social media lately says the Royal Malaysia Police (PDRM) and Home Ministry issued a warning that street children were being used to lure unsuspecting victims into the hands of waiting criminals.,QuickCheck: Did police issue a warning that criminals are using street urchins to lure potential victims? : A VIRAL message making the rounds on social media lately says the Royal Malaysia Police (PDRM) and Home Ministry issued a warning that street children were being used to lure unsuspecting victims into the hands of waiting criminals.,,,legit,0,PUTRAJAYA
#0353,-,11/26/2024,MIRI,"39 foreigners escape scam centre : Thirty nine foreigners have fled an online scam centre in Myanmar across the border to Thailand, where officials are working to identify potential trafficking victims, police said.","39 foreigners escape scam centre : Thirty nine foreigners have fled an online scam centre in Myanmar across the border to Thailand, where officials are working to identify potential trafficking victims, police said.",,,legit,0,MIRI
#0354,-,2/10/2025,SIBU,"Gmail users urged not to ignore FBI warnings as sophisticated AI-driven scams target users : The same scams can be used to target people for access to bank accounts, cryptocurrency wallets and more.","Gmail users urged not to ignore FBI warnings as sophisticated AI-driven scams target users : The same scams can be used to target people for access to bank accounts, cryptocurrency wallets and more.",,,legit,0,SIBU
#0355,-,6/13/2024,SIBU,"QuickCheck: Are the Royal Malaysia Police using TikTok to get recruits? : Understanding the importance of keeping up with the times, the Royal Malaysia Police are active on social media.","QuickCheck: Are the Royal Malaysia Police using TikTok to get recruits? : Understanding the importance of keeping up with the times, the Royal Malaysia Police are active on social media.",,,legit,0,SIBU
#0356,-,12/11/2024,ALOR SETAR,Many scam accounts and centres are placed in South-East Asia as Meta warns against holiday shopping scams : Social media giant Meta has announced that a worldwide anti-scam awareness campaign aimed at protecting users from fraudulent schemes during the holiday shopping season.,Many scam accounts and centres are placed in South-East Asia as Meta warns against holiday shopping scams : Social media giant Meta has announced that a worldwide anti-scam awareness campaign aimed at protecting users from fraudulent schemes during the holiday shopping season.,,,legit,0,ALOR SETAR
#0357,-,10/29/2024,KUALA LUMPUR,"MOF: National Scam Response Centre logs over 122,000 fraud calls since 2022 : KUALA LUMPUR: The National Scam Response Centre (NSRC) has received 122,603 calls, including fraud complaints and public advisory services, since it began operations on Oct 12, 2022 through to August 2024, according to the Ministry of Finance (MoF).","MOF: National Scam Response Centre logs over 122,000 fraud calls since 2022 : KUALA LUMPUR: The National Scam Response Centre (NSRC) has received 122,603 calls, including fraud complaints and public advisory services, since it began operations on Oct 12, 2022 through to August 2024, according to the Ministry of Finance (MoF).",,,legit,0,KUALA LUMPUR
#0358,-,8/3/2023,KUALA LUMPUR,MCPF hosts 50 students from China on study tour to Malaysia : KUALA LUMPUR: The Malaysian Crime Prevention Foundation (MCPF) played host to some 50 students from China who paid a visit to the city as part of their study tour to Malaysia and Singapore.,MCPF hosts 50 students from China on study tour to Malaysia : KUALA LUMPUR: The Malaysian Crime Prevention Foundation (MCPF) played host to some 50 students from China who paid a visit to the city as part of their study tour to Malaysia and Singapore.,,,legit,0,KUALA LUMPUR
